,date,Start,End,Sleep quality,Time in bed,Wake up,Sleep Notes,Heart rate,Activity (steps),sleeptime,sleepnote
345,2016-05-11,2016/5/11 22:43,2016/5/12 6:25,0.8,7:41:00,,Drank coffee:Drank tea:Worked out,,0,461,"['Drank coffee', 'Drank tea', 'Worked out']"
346,2016-05-12,2016/5/12 23:50,2016/5/13 6:50,0.83,6:59:00,,Drank coffee:Drank tea:Worked out,,0,419,"['Drank coffee', 'Drank tea', 'Worked out']"
347,2016-05-13,2016/5/13 23:08,2016/5/14 7:53,1,8:45:00,,Drank coffee:Drank tea:Worked out,,0,525,"['Drank coffee', 'Drank tea', 'Worked out']"
348,2016-05-15,2016/5/15 21:34,2016/5/16 6:07,0.81,8:33:00,,Drank tea,,0,513,['Drank tea']
349,2016-05-16,2016/5/16 21:34,2016/5/17 6:15,0.85,8:40:00,,Drank coffee:Worked out,,0,520,"['Drank coffee', 'Worked out']"
350,2016-05-17,2016/5/17 20:53,2016/5/18 6:10,0.83,9:16:00,,Drank coffee:Worked out,,0,556,"['Drank coffee', 'Worked out']"
351,2016-05-18,2016/5/18 22:26,2016/5/19 5:40,0.79,7:14:00,,Drank coffee:Stressful day,,0,434,"['Drank coffee', 'Stressful day']"
352,2016-05-20,2016/5/20 0:00,2016/5/20 6:30,0.76,6:30:00,,Drank coffee:Worked out,,0,390,"['Drank coffee', 'Worked out']"
353,2016-05-20,2016/5/20 23:14,2016/5/21 7:34,0.91,8:19:00,,Drank coffee:Worked out,,0,499,"['Drank coffee', 'Worked out']"
354,2016-05-23,2016/5/23 22:34,2016/5/24 5:30,0.75,6:55:00,,Drank coffee,,0,415,['Drank coffee']
355,2016-05-24,2016/5/24 22:00,2016/5/25 5:35,0.9,7:35:00,,Drank coffee:Worked out,,0,455,"['Drank coffee', 'Worked out']"
356,2016-05-25,2016/5/25 22:21,2016/5/26 6:31,0.88,8:09:00,,Drank coffee:Worked out,,0,489,"['Drank coffee', 'Worked out']"
357,2016-05-26,2016/5/26 22:08,2016/5/27 6:19,0.89,8:11:00,,Drank coffee:Worked out,,0,491,"['Drank coffee', 'Worked out']"
358,2016-05-28,2016/5/28 0:19,2016/5/28 7:15,0.72,6:56:00,,Drank coffee:Worked out,,0,416,"['Drank coffee', 'Worked out']"
359,2016-05-29,2016/5/29 22:04,2016/5/30 6:40,1,8:36:00,,Drank coffee,,0,516,['Drank coffee']
360,2016-05-30,2016/5/30 22:07,2016/5/31 6:08,0.72,8:00:00,,Drank coffee:Stressful day,,0,480,"['Drank coffee', 'Stressful day']"
361,2016-05-31,2016/5/31 23:02,2016/6/1 6:31,0.7,7:28:00,,Drank coffee:Worked out,,0,448,"['Drank coffee', 'Worked out']"
362,2016-06-01,2016/6/1 23:01,2016/6/2 5:48,0.67,6:46:00,,Drank coffee:Worked out,,0,406,"['Drank coffee', 'Worked out']"
363,2016-06-02,2016/6/2 22:51,2016/6/3 5:31,0.65,6:39:00,,Drank coffee:Worked out,,0,399,"['Drank coffee', 'Worked out']"
364,2016-06-05,2016/6/5 22:33,2016/6/6 5:51,0.71,7:18:00,,Worked out,,0,438,['Worked out']
365,2016-06-06,2016/6/6 23:26,2016/6/7 5:31,0.7,6:05:00,,Drank coffee:Worked out,,0,365,"['Drank coffee', 'Worked out']"
366,2016-06-07,2016/6/7 22:32,2016/6/8 5:32,0.77,6:59:00,,Drank coffee:Worked out,,0,419,"['Drank coffee', 'Worked out']"
367,2016-06-08,2016/6/8 21:56,2016/6/9 6:16,0.76,8:20:00,,Drank coffee:Worked out,,0,500,"['Drank coffee', 'Worked out']"
368,2016-06-09,2016/6/9 22:07,2016/6/10 6:35,0.87,8:27:00,,Ate late:Drank coffee:Worked out,,0,507,"['Ate late', 'Drank coffee', 'Worked out']"
369,2016-06-11,2016/6/11 22:42,2016/6/12 8:41,0.93,9:58:00,,Drank tea,,0,598,['Drank tea']
370,2016-06-12,2016/6/12 22:52,2016/6/13 6:32,0.77,7:39:00,,Drank tea,,0,459,['Drank tea']
371,2016-06-13,2016/6/13 22:03,2016/6/14 6:26,0.82,8:22:00,,Drank tea:Worked out,,0,502,"['Drank tea', 'Worked out']"
372,2016-06-14,2016/6/14 22:32,2016/6/15 6:30,0.68,7:58:00,,Drank coffee:Drank tea,,0,478,"['Drank coffee', 'Drank tea']"
373,2016-06-16,2016/6/16 0:46,2016/6/16 6:25,0.64,5:38:00,,Drank coffee:Drank tea:Worked out,,0,338,"['Drank coffee', 'Drank tea', 'Worked out']"
374,2016-06-16,2016/6/16 22:06,2016/6/17 6:01,0.83,7:54:00,,Drank coffee:Drank tea:Worked out,,0,474,"['Drank coffee', 'Drank tea', 'Worked out']"
375,2016-06-17,2016/6/17 23:28,2016/6/18 7:23,0.79,7:54:00,,Drank coffee:Drank tea:Worked out,,0,474,"['Drank coffee', 'Drank tea', 'Worked out']"
376,2016-06-19,2016/6/19 23:00,2016/6/20 6:00,0.74,6:59:00,,Drank coffee,,0,419,['Drank coffee']
377,2016-06-20,2016/6/20 22:34,2016/6/21 5:50,0.83,7:15:00,,Drank coffee:Worked out,,0,435,"['Drank coffee', 'Worked out']"
378,2016-06-21,2016/6/21 22:11,2016/6/22 5:40,0.83,7:29:00,,Drank coffee:Worked out,,0,449,"['Drank coffee', 'Worked out']"
379,2016-06-22,2016/6/22 22:41,2016/6/23 6:22,0.82,7:41:00,,Drank coffee:Worked out,,0,461,"['Drank coffee', 'Worked out']"
380,2016-06-23,2016/6/23 22:32,2016/6/24 6:32,0.86,8:00:00,,Drank coffee:Worked out,,0,480,"['Drank coffee', 'Worked out']"
381,2016-06-26,2016/6/26 22:16,2016/6/27 6:30,0.64,8:14:00,,Drank coffee,,0,494,['Drank coffee']
382,2016-06-27,2016/6/27 23:48,2016/6/28 6:47,0.62,6:58:00,,Drank coffee:Stressful day:Worked out,,0,418,"['Drank coffee', 'Stressful day', 'Worked out']"
383,2016-06-28,2016/6/28 23:10,2016/6/29 6:35,0.77,7:25:00,,Drank coffee:Worked out,,0,445,"['Drank coffee', 'Worked out']"
384,2016-06-29,2016/6/29 22:32,2016/6/30 5:55,0.83,7:23:00,,Drank coffee:Stressful day:Worked out,,0,443,"['Drank coffee', 'Stressful day', 'Worked out']"
385,2016-07-01,2016/7/1 23:32,2016/7/2 7:32,0.9,8:00:00,,Drank coffee,,0,480,['Drank coffee']
386,2016-07-03,2016/7/3 21:49,2016/7/4 6:02,0.86,8:12:00,,,,0,492,['nan']
387,2016-07-04,2016/7/4 21:39,2016/7/5 5:50,0.85,8:11:00,,Drank coffee:Worked out,,0,491,"['Drank coffee', 'Worked out']"
388,2016-07-05,2016/7/5 22:48,2016/7/6 6:05,0.75,7:16:00,,Drank coffee:Stressful day:Worked out,,0,436,"['Drank coffee', 'Stressful day', 'Worked out']"
389,2016-07-06,2016/7/6 22:13,2016/7/7 6:15,0.92,8:02:00,,Drank coffee:Worked out,,0,482,"['Drank coffee', 'Worked out']"
390,2016-07-07,2016/7/7 22:53,2016/7/8 7:05,0.96,8:12:00,,Drank coffee:Worked out,,0,492,"['Drank coffee', 'Worked out']"
391,2016-07-10,2016/7/10 22:18,2016/7/11 6:17,0.85,7:59:00,,Drank coffee,,0,479,['Drank coffee']
392,2016-07-11,2016/7/11 21:24,2016/7/12 6:15,0.99,8:50:00,,Drank coffee:Worked out,,0,530,"['Drank coffee', 'Worked out']"
393,2016-07-12,2016/7/12 22:02,2016/7/13 6:15,0.96,8:13:00,,Drank coffee:Worked out,,0,493,"['Drank coffee', 'Worked out']"
394,2016-07-13,2016/7/13 23:13,2016/7/14 6:15,0.78,7:02:00,,Drank coffee:Worked out,,0,422,"['Drank coffee', 'Worked out']"
395,2016-07-14,2016/7/14 22:39,2016/7/15 6:15,0.84,7:35:00,,Drank coffee:Stressful day:Worked out,,0,455,"['Drank coffee', 'Stressful day', 'Worked out']"
396,2016-07-16,2016/7/16 0:32,2016/7/16 8:19,0.87,7:47:00,,Drank coffee:Worked out,,0,467,"['Drank coffee', 'Worked out']"
397,2016-07-16,2016/7/16 23:20,2016/7/17 7:31,0.98,8:10:00,,Drank coffee:Worked out,,0,490,"['Drank coffee', 'Worked out']"
398,2016-07-17,2016/7/17 22:23,2016/7/18 6:00,0.76,7:37:00,,Drank coffee:Worked out,,0,457,"['Drank coffee', 'Worked out']"
399,2016-07-18,2016/7/18 22:57,2016/7/19 6:05,0.77,7:08:00,,Drank coffee:Stressful day:Worked out,,0,428,"['Drank coffee', 'Stressful day', 'Worked out']"
400,2016-07-19,2016/7/19 22:36,2016/7/20 5:50,0.77,7:14:00,,Drank coffee:Worked out,,0,434,"['Drank coffee', 'Worked out']"
401,2016-07-20,2016/7/20 22:25,2016/7/21 5:56,0.82,7:30:00,,Drank coffee:Worked out,,0,450,"['Drank coffee', 'Worked out']"
402,2016-07-21,2016/7/21 23:07,2016/7/22 7:00,0.87,7:52:00,,Drank coffee:Worked out,,0,472,"['Drank coffee', 'Worked out']"
403,2016-07-22,2016/7/22 22:20,2016/7/23 7:56,0.99,9:35:00,,Drank coffee,,0,575,['Drank coffee']
404,2016-07-23,2016/7/23 23:47,2016/7/24 7:56,0.74,8:09:00,,Drank coffee,,0,489,['Drank coffee']
405,2016-07-24,2016/7/24 22:45,2016/7/25 6:14,0.81,7:28:00,,Drank coffee:Worked out,,0,448,"['Drank coffee', 'Worked out']"
406,2016-07-25,2016/7/25 21:54,2016/7/26 6:02,0.86,8:07:00,,Drank coffee:Worked out,,0,487,"['Drank coffee', 'Worked out']"
407,2016-07-26,2016/7/26 23:03,2016/7/27 6:11,0.84,7:07:00,,Drank coffee:Worked out,,0,427,"['Drank coffee', 'Worked out']"
408,2016-07-27,2016/7/27 22:49,2016/7/28 7:11,0.95,8:21:00,,Drank coffee:Stressful day:Worked out,,0,501,"['Drank coffee', 'Stressful day', 'Worked out']"
409,2016-07-28,2016/7/28 22:25,2016/7/29 3:35,0.35,5:10:00,,Drank coffee,,0,310,['Drank coffee']
410,2016-08-16,2016/8/16 22:05,2016/8/17 5:50,0.96,7:44:00,,Drank coffee:Drank tea:Stressful day,,0,464,"['Drank coffee', 'Drank tea', 'Stressful day']"
411,2016-08-17,2016/8/17 22:42,2016/8/18 6:15,0.78,7:33:00,,Ate late:Drank coffee:Worked out,,7200,453,"['Ate late', 'Drank coffee', 'Worked out']"
412,2016-08-18,2016/8/18 21:58,2016/8/19 6:23,0.36,8:24:00,,Drank coffee:Worked out,,3444,504,"['Drank coffee', 'Worked out']"
413,2016-08-20,2016/8/20 22:04,2016/8/21 8:33,0.56,10:28:00,,Drank coffee,,7901,628,['Drank coffee']
414,2016-08-21,2016/8/21 22:08,2016/8/22 6:20,0.52,8:11:00,,Drank coffee:Drank tea,,3786,491,"['Drank coffee', 'Drank tea']"
415,2016-08-22,2016/8/22 22:13,2016/8/23 6:22,0.35,8:09:00,,Drank coffee:Worked out,,2668,489,"['Drank coffee', 'Worked out']"
416,2016-08-23,2016/8/23 23:08,2016/8/24 6:38,0.51,7:30:00,,Drank coffee:Worked out,,4213,450,"['Drank coffee', 'Worked out']"
417,2016-08-24,2016/8/24 21:51,2016/8/25 6:10,0.54,8:19:00,,Drank coffee:Worked out,,2210,499,"['Drank coffee', 'Worked out']"
418,2016-08-25,2016/8/25 22:06,2016/8/26 6:19,0.55,8:13:00,,Drank coffee:Worked out,,3040,493,"['Drank coffee', 'Worked out']"
419,2016-08-26,2016/8/26 23:49,2016/8/27 7:26,0.46,7:37:00,,Drank coffee:Worked out,,3887,457,"['Drank coffee', 'Worked out']"
420,2016-08-27,2016/8/27 23:52,2016/8/28 8:25,0.48,8:33:00,,Drank coffee,,5631,513,['Drank coffee']
421,2016-08-28,2016/8/28 22:52,2016/8/29 6:40,0.36,7:48:00,,Drank coffee,,10059,468,['Drank coffee']
422,2016-08-29,2016/8/29 22:10,2016/8/30 6:20,0.4,8:09:00,,Drank coffee:Worked out,,3698,489,"['Drank coffee', 'Worked out']"
423,2016-08-30,2016/8/30 22:21,2016/8/31 6:20,0.49,7:59:00,,Drank coffee:Worked out,,4399,479,"['Drank coffee', 'Worked out']"
424,2016-08-31,2016/8/31 22:33,2016/9/1 6:20,0.49,7:47:00,,Drank coffee:Worked out,,4015,467,"['Drank coffee', 'Worked out']"
425,2016-09-01,2016/9/1 23:08,2016/9/2 5:58,0.54,6:50:00,,Drank coffee:Worked out,,4374,410,"['Drank coffee', 'Worked out']"
426,2016-09-02,2016/9/2 22:38,2016/9/3 7:47,0.67,9:09:00,,Drank coffee,,5038,549,['Drank coffee']
427,2016-09-04,2016/9/4 23:28,2016/9/5 8:00,0.61,8:32:00,,Drank coffee,,827,512,['Drank coffee']
428,2016-09-05,2016/9/5 21:00,2016/9/6 6:20,0.41,9:20:00,,Drank tea:Worked out,,2542,560,"['Drank tea', 'Worked out']"
429,2016-09-06,2016/9/6 22:11,2016/9/7 6:22,0.7,8:10:00,,Drank tea:Worked out,,7370,490,"['Drank tea', 'Worked out']"
430,2016-09-07,2016/9/7 22:31,2016/9/8 6:21,0.69,7:50:00,,Drank tea:Worked out,,5658,470,"['Drank tea', 'Worked out']"
431,2016-09-08,2016/9/8 22:28,2016/9/9 6:10,0.61,7:41:00,,Drank tea:Worked out,,7107,461,"['Drank tea', 'Worked out']"
432,2016-09-10,2016/9/10 0:45,2016/9/10 7:06,0.58,6:21:00,,Drank coffee:Worked out,,7048,381,"['Drank coffee', 'Worked out']"
433,2016-09-10,2016/9/10 22:44,2016/9/11 6:01,0.33,7:17:00,,Drank tea,,6925,437,['Drank tea']
434,2016-09-11,2016/9/11 23:05,2016/9/12 6:20,0.6,7:14:00,,Drank coffee,,1130,434,['Drank coffee']
435,2016-09-12,2016/9/12 22:46,2016/9/13 6:20,0.67,7:34:00,,Drank tea:Worked out,,7025,454,"['Drank tea', 'Worked out']"
436,2016-09-13,2016/9/13 21:55,2016/9/14 6:07,0.59,8:12:00,,Drank tea:Worked out,,5955,492,"['Drank tea', 'Worked out']"
437,2016-09-14,2016/9/14 22:26,2016/9/15 6:20,0.65,7:53:00,,Drank tea:Worked out,,9243,473,"['Drank tea', 'Worked out']"
438,2016-09-17,2016/9/17 22:26,2016/9/18 8:22,0.7,9:56:00,,Drank coffee,,908,596,['Drank coffee']
439,2016-09-18,2016/9/18 22:28,2016/9/19 6:24,0.57,7:55:00,,Drank coffee:Worked out,,2191,475,"['Drank coffee', 'Worked out']"
440,2016-09-19,2016/9/19 22:14,2016/9/20 6:22,0.6,8:07:00,,Drank tea:Worked out,,11650,487,"['Drank tea', 'Worked out']"
441,2016-09-20,2016/9/20 22:39,2016/9/21 6:15,0.57,7:36:00,,Drank tea:Worked out,,10842,456,"['Drank tea', 'Worked out']"
442,2016-09-21,2016/9/21 22:11,2016/9/22 6:11,0.6,7:59:00,,Drank tea,,5765,479,['Drank tea']
443,2016-09-22,2016/9/22 22:26,2016/9/23 6:55,0.7,8:29:00,,Drank tea:Worked out,,8047,509,"['Drank tea', 'Worked out']"
444,2016-09-25,2016/9/25 22:53,2016/9/26 6:24,0.58,7:31:00,,Drank coffee:Drank tea:Worked out,,359,451,"['Drank coffee', 'Drank tea', 'Worked out']"
445,2016-09-26,2016/9/26 22:17,2016/9/27 6:20,0.55,8:03:00,,Drank tea:Stressful day:Worked out,,8733,483,"['Drank tea', 'Stressful day', 'Worked out']"
446,2016-09-27,2016/9/27 22:22,2016/9/28 6:06,0.55,7:44:00,,Drank tea:Worked out,,6963,464,"['Drank tea', 'Worked out']"
447,2016-09-28,2016/9/28 23:10,2016/9/29 6:20,0.6,7:09:00,,Drank coffee:Drank tea:Worked out,,10392,429,"['Drank coffee', 'Drank tea', 'Worked out']"
448,2016-09-29,2016/9/29 22:50,2016/9/30 6:20,0.53,7:29:00,,Drank coffee:Worked out,,7230,449,"['Drank coffee', 'Worked out']"
449,2016-10-01,2016/10/1 0:06,2016/10/1 8:27,0.67,8:20:00,,Drank coffee:Drank tea:Worked out,,7255,500,"['Drank coffee', 'Drank tea', 'Worked out']"
450,2016-10-01,2016/10/1 23:23,2016/10/2 7:50,0.55,8:26:00,,Drank coffee,,4555,506,['Drank coffee']
451,2016-10-02,2016/10/2 23:29,2016/10/3 6:25,0.54,6:56:00,,Drank coffee:Drank tea,,8954,416,"['Drank coffee', 'Drank tea']"
452,2016-10-03,2016/10/3 22:24,2016/10/4 6:03,0.62,7:38:00,,Drank coffee:Drank tea:Worked out,,9726,458,"['Drank coffee', 'Drank tea', 'Worked out']"
453,2016-10-04,2016/10/4 21:53,2016/10/5 6:21,0.66,8:28:00,,Drank tea:Worked out,,8587,508,"['Drank tea', 'Worked out']"
454,2016-10-05,2016/10/5 22:33,2016/10/6 6:21,0.54,7:48:00,,Drank tea:Worked out,,8612,468,"['Drank tea', 'Worked out']"
455,2016-10-07,2016/10/7 0:07,2016/10/7 6:40,0.52,6:33:00,,Drank tea:Worked out,,8737,393,"['Drank tea', 'Worked out']"
456,2016-10-07,2016/10/7 23:18,2016/10/8 7:20,0.71,8:02:00,,Drank coffee:Drank tea:Worked out,,10375,482,"['Drank coffee', 'Drank tea', 'Worked out']"
457,2016-10-10,2016/10/10 22:38,2016/10/11 6:28,0.59,7:49:00,,Drank coffee:Drank tea:Worked out,,21870,469,"['Drank coffee', 'Drank tea', 'Worked out']"
458,2016-10-11,2016/10/11 22:28,2016/10/12 6:14,0.56,7:45:00,,Drank tea:Worked out,,10106,465,"['Drank tea', 'Worked out']"
459,2016-10-12,2016/10/12 22:48,2016/10/13 6:05,0.65,7:16:00,,Drank coffee:Worked out,,9308,436,"['Drank coffee', 'Worked out']"
460,2016-10-13,2016/10/13 22:26,2016/10/14 6:30,0.61,8:04:00,,Drank coffee:Worked out,,8406,484,"['Drank coffee', 'Worked out']"
461,2016-10-15,2016/10/15 23:00,2016/10/16 7:31,0.71,8:30:00,,Drank coffee,,779,510,['Drank coffee']
462,2016-10-16,2016/10/16 22:52,2016/10/17 6:20,0.5,7:27:00,,Drank coffee:Drank tea,,3932,447,"['Drank coffee', 'Drank tea']"
463,2016-10-17,2016/10/17 22:53,2016/10/18 6:27,0.63,7:34:00,,Drank coffee:Drank tea:Worked out,,10266,454,"['Drank coffee', 'Drank tea', 'Worked out']"
464,2016-10-18,2016/10/18 22:34,2016/10/19 6:10,0.67,7:35:00,,Drank coffee:Stressful day:Worked out,,10540,455,"['Drank coffee', 'Stressful day', 'Worked out']"
465,2016-10-19,2016/10/19 22:13,2016/10/20 5:49,0.64,7:35:00,,Drank coffee:Worked out,,8164,455,"['Drank coffee', 'Worked out']"
466,2016-10-20,2016/10/20 22:14,2016/10/21 6:33,0.67,8:19:00,,Drank coffee:Drank tea:Worked out,,7271,499,"['Drank coffee', 'Drank tea', 'Worked out']"
467,2016-10-22,2016/10/22 1:38,2016/10/22 7:18,0.54,5:39:00,,Drank coffee:Drank tea,,6044,339,"['Drank coffee', 'Drank tea']"
468,2016-10-23,2016/10/23 0:07,2016/10/23 8:47,0.81,8:40:00,,Drank coffee,,7682,520,['Drank coffee']
469,2016-10-23,2016/10/23 22:21,2016/10/24 6:23,0.66,8:01:00,,Drank coffee:Drank tea,,6719,481,"['Drank coffee', 'Drank tea']"
470,2016-10-24,2016/10/24 23:04,2016/10/25 6:25,0.65,7:21:00,,Drank coffee:Drank tea:Worked out,,8273,441,"['Drank coffee', 'Drank tea', 'Worked out']"
471,2016-10-25,2016/10/25 22:48,2016/10/26 6:35,0.69,7:46:00,,Drank tea:Worked out,,6366,466,"['Drank tea', 'Worked out']"
472,2016-10-26,2016/10/26 22:55,2016/10/27 6:26,0.72,7:30:00,,Drank coffee:Drank tea:Worked out,,9368,450,"['Drank coffee', 'Drank tea', 'Worked out']"
473,2016-10-27,2016/10/27 23:03,2016/10/28 6:35,0.63,7:32:00,,Drank coffee:Drank tea:Worked out,,7967,452,"['Drank coffee', 'Drank tea', 'Worked out']"
474,2016-10-29,2016/10/29 0:16,2016/10/29 7:51,0.66,7:34:00,,Drank coffee:Drank tea,,8641,454,"['Drank coffee', 'Drank tea']"
475,2016-10-30,2016/10/30 22:46,2016/10/31 6:10,0.68,7:23:00,,Drank coffee:Worked out,,1283,443,"['Drank coffee', 'Worked out']"
476,2016-11-01,2016/11/1 22:19,2016/11/2 5:57,0.68,7:37:00,,Drank tea:Stressful day:Worked out,,4542,457,"['Drank tea', 'Stressful day', 'Worked out']"
477,2016-11-02,2016/11/2 22:52,2016/11/3 6:30,0.72,7:38:00,,Drank coffee:Drank tea:Stressful day,,2870,458,"['Drank coffee', 'Drank tea', 'Stressful day']"
478,2016-11-04,2016/11/4 0:13,2016/11/4 6:15,0.52,6:01:00,,Drank coffee:Drank tea:Stressful day,,10506,361,"['Drank coffee', 'Drank tea', 'Stressful day']"
479,2016-11-04,2016/11/4 22:49,2016/11/5 7:58,0.8,9:08:00,,Drank coffee:Stressful day,,6716,548,"['Drank coffee', 'Stressful day']"
480,2016-11-06,2016/11/6 21:58,2016/11/7 5:47,0.65,7:49:00,,Drank coffee,,6623,469,['Drank coffee']
481,2016-11-07,2016/11/7 22:16,2016/11/8 5:51,0.7,7:35:00,,Drank tea:Worked out,,6608,455,"['Drank tea', 'Worked out']"
482,2016-11-08,2016/11/8 22:51,2016/11/9 5:48,0.62,6:56:00,,Drank coffee:Drank tea:Worked out,,7119,416,"['Drank coffee', 'Drank tea', 'Worked out']"
483,2016-11-09,2016/11/9 22:37,2016/11/10 5:55,0.65,7:17:00,,Drank coffee:Drank tea:Worked out,,8981,437,"['Drank coffee', 'Drank tea', 'Worked out']"
484,2016-11-10,2016/11/10 23:58,2016/11/11 7:19,0.56,7:20:00,,Drank coffee:Drank tea:Worked out,,7385,440,"['Drank coffee', 'Drank tea', 'Worked out']"
485,2016-11-11,2016/11/11 23:25,2016/11/12 7:16,0.74,7:51:00,,Drank coffee:Drank tea,,737,471,"['Drank coffee', 'Drank tea']"
486,2016-11-15,2016/11/15 22:14,2016/11/16 7:35,0.72,9:20:00,,Drank tea,,5274,560,['Drank tea']
487,2016-11-16,2016/11/16 23:10,2016/11/17 7:07,0.7,7:56:00,,Drank coffee,,2670,476,['Drank coffee']
488,2016-11-17,2016/11/17 23:15,2016/11/18 6:59,0.73,7:44:00,,Drank tea,,5825,464,['Drank tea']
489,2016-11-18,2016/11/18 23:37,2016/11/19 7:13,0.7,7:36:00,,Drank coffee:Drank tea,,5971,456,"['Drank coffee', 'Drank tea']"
490,2016-11-19,2016/11/19 23:47,2016/11/20 7:53,0.81,8:05:00,,Drank tea,,1540,485,['Drank tea']
491,2016-11-20,2016/11/20 23:00,2016/11/21 7:02,0.8,8:01:00,,Drank coffee:Drank tea,,847,481,"['Drank coffee', 'Drank tea']"
492,2016-11-21,2016/11/21 22:38,2016/11/22 5:40,0.68,7:01:00,,Drank coffee:Drank tea,,6149,421,"['Drank coffee', 'Drank tea']"
493,2016-11-22,2016/11/22 21:26,2016/11/23 5:40,0.8,8:13:00,,Drank tea:Worked out,,10585,493,"['Drank tea', 'Worked out']"
494,2016-11-23,2016/11/23 22:44,2016/11/24 6:10,0.73,7:25:00,,Drank coffee:Drank tea:Worked out,,10248,445,"['Drank coffee', 'Drank tea', 'Worked out']"
495,2016-11-24,2016/11/24 22:00,2016/11/25 6:39,0.88,8:39:00,,Drank tea:Worked out,,6536,519,"['Drank tea', 'Worked out']"
496,2016-11-25,2016/11/25 23:09,2016/11/26 7:40,0.89,8:30:00,,Drank coffee:Drank tea,,5628,510,"['Drank coffee', 'Drank tea']"
497,2016-11-27,2016/11/27 22:01,2016/11/28 6:18,0.75,8:16:00,,Drank tea,,595,496,['Drank tea']
498,2016-11-28,2016/11/28 22:35,2016/11/29 6:26,0.83,7:50:00,,Drank tea:Worked out,,7499,470,"['Drank tea', 'Worked out']"
499,2016-11-29,2016/11/29 23:33,2016/11/30 6:31,0.71,6:57:00,,Drank tea,,3196,417,['Drank tea']
500,2016-11-30,2016/11/30 21:12,2016/12/1 5:13,0.89,8:01:00,,Drank coffee:Drank tea,,3763,481,"['Drank coffee', 'Drank tea']"
501,2016-12-01,2016/12/1 5:14,2016/12/1 6:38,0.17,1:24:00,,,,3763,84,['nan']
502,2016-12-01,2016/12/1 21:40,2016/12/2 5:11,0.71,7:31:00,,Drank tea,,4904,451,['Drank tea']
503,2016-12-04,2016/12/4 1:18,2016/12/4 9:20,0.89,8:02:00,,Drank coffee:Drank tea,,3158,482,"['Drank coffee', 'Drank tea']"
504,2016-12-04,2016/12/4 21:45,2016/12/5 5:45,0.78,8:00:00,,Drank tea,,4514,480,['Drank tea']
505,2016-12-05,2016/12/5 21:44,2016/12/6 5:40,0.79,7:55:00,,Drank tea:Worked out,,7137,475,"['Drank tea', 'Worked out']"
506,2016-12-06,2016/12/6 22:13,2016/12/7 5:46,0.72,7:32:00,,Drank tea:Worked out,,7709,452,"['Drank tea', 'Worked out']"
507,2016-12-07,2016/12/7 22:46,2016/12/8 6:19,0.82,7:32:00,,Drank coffee:Drank tea:Worked out,,10521,452,"['Drank coffee', 'Drank tea', 'Worked out']"
508,2016-12-08,2016/12/8 23:32,2016/12/9 6:47,0.69,7:15:00,,Drank coffee:Drank tea:Worked out,,9338,435,"['Drank coffee', 'Drank tea', 'Worked out']"
509,2016-12-09,2016/12/9 22:48,2016/12/10 8:11,0.79,9:23:00,,Drank tea,,4629,563,['Drank tea']
510,2016-12-11,2016/12/11 1:07,2016/12/11 8:27,0.82,7:19:00,,Drank coffee:Worked out,,5776,439,"['Drank coffee', 'Worked out']"
511,2016-12-11,2016/12/11 22:14,2016/12/12 6:16,0.85,8:01:00,,Drank tea,,168,481,['Drank tea']
512,2016-12-12,2016/12/12 22:56,2016/12/13 6:35,0.81,7:38:00,,Drank coffee:Drank tea,,6964,458,"['Drank coffee', 'Drank tea']"
513,2016-12-13,2016/12/13 22:02,2016/12/14 6:05,0.83,8:02:00,,Drank coffee:Drank tea:Worked out,,3448,482,"['Drank coffee', 'Drank tea', 'Worked out']"
514,2016-12-14,2016/12/14 21:57,2016/12/15 6:18,0.74,8:20:00,,Drank tea,,4114,500,['Drank tea']
515,2016-12-15,2016/12/15 21:29,2016/12/16 5:00,0.75,7:31:00,,Drank tea,,7112,451,['Drank tea']
516,2016-12-18,2016/12/18 22:35,2016/12/19 5:47,0.78,7:11:00,,Drank coffee:Drank tea,,3391,431,"['Drank coffee', 'Drank tea']"
517,2016-12-19,2016/12/19 21:49,2016/12/20 6:35,0.96,8:46:00,,Drank tea,,2335,526,['Drank tea']
518,2016-12-20,2016/12/20 23:48,2016/12/21 7:09,0.84,7:20:00,,Drank tea,,7293,440,['Drank tea']
519,2016-12-21,2016/12/21 23:56,2016/12/22 7:30,0.86,7:33:00,,Drank coffee:Drank tea,,8488,453,"['Drank coffee', 'Drank tea']"
520,2016-12-22,2016/12/22 23:07,2016/12/23 7:07,0.74,8:00:00,,Drank coffee:Drank tea:Stressful day,,5701,480,"['Drank coffee', 'Drank tea', 'Stressful day']"
521,2016-12-27,2016/12/27 23:17,2016/12/28 7:22,0.69,8:05:00,,Drank coffee:Drank tea,,4509,485,"['Drank coffee', 'Drank tea']"
522,2016-12-30,2016/12/30 23:25,2016/12/31 8:26,0.92,9:00:00,,Drank coffee:Drank tea,,3868,540,"['Drank coffee', 'Drank tea']"
523,2017-01-02,2017/1/2 22:35,2017/1/3 5:10,0.73,6:34:00,,Drank coffee:Drank tea,,5216,394,"['Drank coffee', 'Drank tea']"
524,2017-01-03,2017/1/3 5:11,2017/1/3 6:30,0.17,1:19:00,,,,5216,79,['nan']
525,2017-01-03,2017/1/3 21:47,2017/1/4 5:57,0.87,8:09:00,,Drank tea,,3669,489,['Drank tea']
